km,station,train_id,time,hr,min,scenario
110,MORGAN HILL (HSR) $,REG (C-EXP) 321_multi_1,701,11,41,Moderate SB
126,GILROY (HSR) $,REG (C-EXP) 321_multi_1,710,11,50,Moderate SB
78,SAN JOSE,HSR nan_single_43,688,11,28,Moderate SB
126,GILROY (HSR) $,HSR nan_single_43,714,11,54,Moderate SB
43,REDWOOD CITY,REG (C-LCL) 111_multi_1,650,10,50,Moderate SB
47,ATHERTON,REG (C-LCL) 111_multi_1,653,10,53,Moderate SB
51,PALO ALTO,REG (C-LCL) 111_multi_1,657,10,57,Moderate SB
53,CALIFORNIA AVENUE,REG (C-LCL) 111_multi_1,663,11,3,Moderate SB
57,SAN ANTONIO,REG (C-LCL) 111_multi_1,667,11,7,Moderate SB
60,MOUNTAIN VIEW,REG (C-LCL) 111_multi_1,671,11,11,Moderate SB
65,SUNNYVALE,REG (C-LCL) 111_multi_1,674,11,14,Moderate SB
68,LAWRENCE,REG (C-LCL) 111_multi_1,677,11,17,Moderate SB
74,SANTA CLARA,REG (C-LCL) 111_multi_1,682,11,22,Moderate SB
78,SAN JOSE,REG (C-LCL) 111_multi_1,690,11,30,Moderate SB
81,TAMIEN (HSR) $,REG (C-LCL) 111_multi_1,693,11,33,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 421_single_44,628,10,28,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 421_single_44,633,10,33,Moderate SB
5,22nd STREET,REG (C-EXP) 421_single_44,638,10,38,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 421_single_44,646,10,46,Moderate SB
24,MILLBRAE,REG (C-EXP) 421_single_44,651,10,51,Moderate SB
35,HILLSDALE,REG (C-EXP) 421_single_44,658,10,58,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 421_single_44,663,11,3,Moderate SB
51,PALO ALTO,REG (C-EXP) 421_single_44,668,11,8,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 421_single_44,674,11,14,Moderate SB
65,SUNNYVALE,REG (C-EXP) 421_single_44,679,11,19,Moderate SB
78,SAN JOSE,REG (C-EXP) 421_single_44,695,11,35,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 421_single_44,699,11,39,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 421_single_44,703,11,43,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 421_single_44,706,11,46,Moderate SB
78,SAN JOSE,HSR nan_single_45,703,11,43,Moderate SB
126,GILROY (HSR) $,HSR nan_single_45,729,12,9,Moderate SB
43,REDWOOD CITY,REG (C-LCL) nan_multi_1,665,11,5,Moderate SB
49,MENLO PARK,REG (C-LCL) nan_multi_1,669,11,9,Moderate SB
51,PALO ALTO,REG (C-LCL) nan_multi_1,672,11,12,Moderate SB
53,CALIFORNIA AVENUE,REG (C-LCL) nan_multi_1,678,11,18,Moderate SB
57,SAN ANTONIO,REG (C-LCL) nan_multi_1,682,11,22,Moderate SB
60,MOUNTAIN VIEW,REG (C-LCL) nan_multi_1,686,11,26,Moderate SB
65,SUNNYVALE,REG (C-LCL) nan_multi_1,689,11,29,Moderate SB
68,LAWRENCE,REG (C-LCL) nan_multi_1,692,11,32,Moderate SB
74,SANTA CLARA,REG (C-LCL) nan_multi_1,697,11,37,Moderate SB
78,SAN JOSE,REG (C-LCL) nan_multi_1,705,11,45,Moderate SB
81,TAMIEN (HSR) $,REG (C-LCL) nan_multi_1,708,11,48,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 323_multi_1,643,10,43,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 323_multi_1,648,10,48,Moderate SB
5,22nd STREET,REG (C-EXP) 323_multi_1,653,10,53,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 323_multi_1,661,11,1,Moderate SB
24,MILLBRAE,REG (C-EXP) 323_multi_1,666,11,6,Moderate SB
35,HILLSDALE,REG (C-EXP) 323_multi_1,673,11,13,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 323_multi_1,678,11,18,Moderate SB
51,PALO ALTO,REG (C-EXP) 323_multi_1,683,11,23,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 323_multi_1,689,11,29,Moderate SB
65,SUNNYVALE,REG (C-EXP) 323_multi_1,694,11,34,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 849_single_46,655,10,55,Moderate SB
2,TOWNSEND / 4TH AND KING $,HSR 849_single_46,661,11,1,Moderate SB
24,MILLBRAE,HSR 849_single_46,676,11,16,Moderate SB
78,SAN JOSE,HSR 849_single_46,708,11,48,Moderate SB
126,GILROY (HSR) $,HSR 849_single_46,733,12,13,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 423_multi_1,658,10,58,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 423_multi_1,663,11,3,Moderate SB
5,22nd STREET,REG (C-EXP) 423_multi_1,668,11,8,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 423_multi_1,676,11,16,Moderate SB
24,MILLBRAE,REG (C-EXP) 423_multi_1,681,11,21,Moderate SB
35,HILLSDALE,REG (C-EXP) 423_multi_1,688,11,28,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 423_multi_1,693,11,33,Moderate SB
51,PALO ALTO,REG (C-EXP) 423_multi_1,698,11,38,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 423_multi_1,704,11,44,Moderate SB
65,SUNNYVALE,REG (C-EXP) 423_multi_1,709,11,49,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 113_multi_1,662,11,2,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 113_multi_1,667,11,7,Moderate SB
5,22nd STREET,REG (C-LCL) 113_multi_1,671,11,11,Moderate SB
11,BAYSHORE,REG (C-LCL) 113_multi_1,675,11,15,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 113_multi_1,680,11,20,Moderate SB
20,SAN BRUNO,REG (C-LCL) 113_multi_1,683,11,23,Moderate SB
24,MILLBRAE,REG (C-LCL) 113_multi_1,687,11,27,Moderate SB
29,BURLINGAME,REG (C-LCL) 113_multi_1,690,11,30,Moderate SB
33,HAYWARD PARK,REG (C-LCL) 113_multi_1,694,11,34,Moderate SB
35,HILLSDALE,REG (C-LCL) 113_multi_1,698,11,38,Moderate SB
38,BELMONT,REG (C-LCL) 113_multi_1,701,11,41,Moderate SB
78,SAN JOSE,REG (C-EXP) 323_multi_1,710,11,50,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 323_multi_1,714,11,54,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 323_multi_1,718,11,58,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 323_multi_1,722,12,2,Moderate SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 323_multi_1,731,12,11,Moderate SB
126,GILROY (HSR) $,REG (C-EXP) 323_multi_1,740,12,20,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 851_single_47,670,11,10,Moderate SB
24,MILLBRAE,HSR 851_single_47,691,11,31,Moderate SB
78,SAN JOSE,HSR 851_single_47,723,12,3,Moderate SB
126,GILROY (HSR) $,HSR 851_single_47,748,12,28,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 325_multi_1,673,11,13,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 325_multi_1,678,11,18,Moderate SB
5,22nd STREET,REG (C-EXP) 325_multi_1,683,11,23,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 325_multi_1,691,11,31,Moderate SB
24,MILLBRAE,REG (C-EXP) 325_multi_1,696,11,36,Moderate SB
35,HILLSDALE,REG (C-EXP) 325_multi_1,703,11,43,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 325_multi_1,708,11,48,Moderate SB
51,PALO ALTO,REG (C-EXP) 325_multi_1,713,11,53,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 325_multi_1,719,11,59,Moderate SB
65,SUNNYVALE,REG (C-EXP) 325_multi_1,724,12,4,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) nan_multi_2,677,11,17,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) nan_multi_2,681,11,21,Moderate SB
5,22nd STREET,REG (C-LCL) nan_multi_2,686,11,26,Moderate SB
11,BAYSHORE,REG (C-LCL) nan_multi_2,690,11,30,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) nan_multi_2,695,11,35,Moderate SB
20,SAN BRUNO,REG (C-LCL) nan_multi_2,698,11,38,Moderate SB
27,BROADWAY,REG (C-LCL) nan_multi_2,703,11,43,Moderate SB
31,SAN MATEO,REG (C-LCL) nan_multi_2,706,11,46,Moderate SB
33,HAYWARD PARK,REG (C-LCL) nan_multi_2,709,11,49,Moderate SB
35,HILLSDALE,REG (C-LCL) nan_multi_2,713,11,53,Moderate SB
40,SAN CARLOS,REG (C-LCL) nan_multi_2,717,11,57,Moderate SB
78,SAN JOSE,REG (C-EXP) 423_multi_1,725,12,5,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 423_multi_1,729,12,9,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 423_multi_1,733,12,13,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 423_multi_1,736,12,16,Moderate SB
78,SAN JOSE,HSR nan_single_48,733,12,13,Moderate SB
126,GILROY (HSR) $,HSR nan_single_48,759,12,39,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 853_single_49,685,11,25,Moderate SB
2,TOWNSEND / 4TH AND KING $,HSR 853_single_49,691,11,31,Moderate SB
24,MILLBRAE,HSR 853_single_49,706,11,46,Moderate SB
78,SAN JOSE,HSR 853_single_49,738,12,18,Moderate SB
126,GILROY (HSR) $,HSR 853_single_49,763,12,43,Moderate SB
78,SAN JOSE,REG (C-EXP) 325_multi_1,740,12,20,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 325_multi_1,744,12,24,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 325_multi_1,748,12,28,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 325_multi_1,752,12,32,Moderate SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 325_multi_1,761,12,41,Moderate SB
126,GILROY (HSR) $,REG (C-EXP) 325_multi_1,770,12,50,Moderate SB
78,SAN JOSE,HSR nan_single_50,748,12,28,Moderate SB
126,GILROY (HSR) $,HSR nan_single_50,774,12,54,Moderate SB
43,REDWOOD CITY,REG (C-LCL) 113_multi_1,710,11,50,Moderate SB
47,ATHERTON,REG (C-LCL) 113_multi_1,713,11,53,Moderate SB
51,PALO ALTO,REG (C-LCL) 113_multi_1,717,11,57,Moderate SB
53,CALIFORNIA AVENUE,REG (C-LCL) 113_multi_1,723,12,3,Moderate SB
57,SAN ANTONIO,REG (C-LCL) 113_multi_1,727,12,7,Moderate SB
60,MOUNTAIN VIEW,REG (C-LCL) 113_multi_1,731,12,11,Moderate SB
65,SUNNYVALE,REG (C-LCL) 113_multi_1,734,12,14,Moderate SB
68,LAWRENCE,REG (C-LCL) 113_multi_1,737,12,17,Moderate SB
74,SANTA CLARA,REG (C-LCL) 113_multi_1,742,12,22,Moderate SB
78,SAN JOSE,REG (C-LCL) 113_multi_1,750,12,30,Moderate SB
81,TAMIEN (HSR) $,REG (C-LCL) 113_multi_1,753,12,33,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 425_single_51,688,11,28,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 425_single_51,693,11,33,Moderate SB
5,22nd STREET,REG (C-EXP) 425_single_51,698,11,38,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 425_single_51,706,11,46,Moderate SB
24,MILLBRAE,REG (C-EXP) 425_single_51,711,11,51,Moderate SB
35,HILLSDALE,REG (C-EXP) 425_single_51,718,11,58,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 425_single_51,723,12,3,Moderate SB
51,PALO ALTO,REG (C-EXP) 425_single_51,728,12,8,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 425_single_51,734,12,14,Moderate SB
65,SUNNYVALE,REG (C-EXP) 425_single_51,739,12,19,Moderate SB
78,SAN JOSE,REG (C-EXP) 425_single_51,755,12,35,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 425_single_51,759,12,39,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 425_single_51,763,12,43,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 425_single_51,766,12,46,Moderate SB
78,SAN JOSE,HSR nan_single_52,763,12,43,Moderate SB
126,GILROY (HSR) $,HSR nan_single_52,789,13,9,Moderate SB
43,REDWOOD CITY,REG (C-LCL) nan_multi_2,725,12,5,Moderate SB
49,MENLO PARK,REG (C-LCL) nan_multi_2,729,12,9,Moderate SB
51,PALO ALTO,REG (C-LCL) nan_multi_2,732,12,12,Moderate SB
53,CALIFORNIA AVENUE,REG (C-LCL) nan_multi_2,738,12,18,Moderate SB
57,SAN ANTONIO,REG (C-LCL) nan_multi_2,742,12,22,Moderate SB
60,MOUNTAIN VIEW,REG (C-LCL) nan_multi_2,746,12,26,Moderate SB
65,SUNNYVALE,REG (C-LCL) nan_multi_2,749,12,29,Moderate SB
68,LAWRENCE,REG (C-LCL) nan_multi_2,752,12,32,Moderate SB
74,SANTA CLARA,REG (C-LCL) nan_multi_2,757,12,37,Moderate SB
78,SAN JOSE,REG (C-LCL) nan_multi_2,765,12,45,Moderate SB
81,TAMIEN (HSR) $,REG (C-LCL) nan_multi_2,768,12,48,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 327_multi_1,703,11,43,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 327_multi_1,708,11,48,Moderate SB
5,22nd STREET,REG (C-EXP) 327_multi_1,713,11,53,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 327_multi_1,721,12,1,Moderate SB
24,MILLBRAE,REG (C-EXP) 327_multi_1,726,12,6,Moderate SB
35,HILLSDALE,REG (C-EXP) 327_multi_1,733,12,13,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 327_multi_1,738,12,18,Moderate SB
51,PALO ALTO,REG (C-EXP) 327_multi_1,743,12,23,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 327_multi_1,749,12,29,Moderate SB
65,SUNNYVALE,REG (C-EXP) 327_multi_1,754,12,34,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 857_single_53,715,11,55,Moderate SB
2,TOWNSEND / 4TH AND KING $,HSR 857_single_53,721,12,1,Moderate SB
24,MILLBRAE,HSR 857_single_53,736,12,16,Moderate SB
78,SAN JOSE,HSR 857_single_53,768,12,48,Moderate SB
126,GILROY (HSR) $,HSR 857_single_53,793,13,13,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 427_multi_1,718,11,58,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 427_multi_1,723,12,3,Moderate SB
5,22nd STREET,REG (C-EXP) 427_multi_1,728,12,8,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 427_multi_1,736,12,16,Moderate SB
24,MILLBRAE,REG (C-EXP) 427_multi_1,741,12,21,Moderate SB
35,HILLSDALE,REG (C-EXP) 427_multi_1,748,12,28,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 427_multi_1,753,12,33,Moderate SB
51,PALO ALTO,REG (C-EXP) 427_multi_1,758,12,38,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 427_multi_1,764,12,44,Moderate SB
65,SUNNYVALE,REG (C-EXP) 427_multi_1,769,12,49,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 115_multi_1,722,12,2,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 115_multi_1,727,12,7,Moderate SB
5,22nd STREET,REG (C-LCL) 115_multi_1,731,12,11,Moderate SB
11,BAYSHORE,REG (C-LCL) 115_multi_1,735,12,15,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 115_multi_1,740,12,20,Moderate SB
20,SAN BRUNO,REG (C-LCL) 115_multi_1,743,12,23,Moderate SB
24,MILLBRAE,REG (C-LCL) 115_multi_1,747,12,27,Moderate SB
29,BURLINGAME,REG (C-LCL) 115_multi_1,750,12,30,Moderate SB
33,HAYWARD PARK,REG (C-LCL) 115_multi_1,754,12,34,Moderate SB
35,HILLSDALE,REG (C-LCL) 115_multi_1,758,12,38,Moderate SB
38,BELMONT,REG (C-LCL) 115_multi_1,761,12,41,Moderate SB
78,SAN JOSE,REG (C-EXP) 327_multi_1,770,12,50,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 327_multi_1,774,12,54,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 327_multi_1,778,12,58,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 327_multi_1,782,13,2,Moderate SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 327_multi_1,791,13,11,Moderate SB
126,GILROY (HSR) $,REG (C-EXP) 327_multi_1,800,13,20,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 859_single_54,730,12,10,Moderate SB
24,MILLBRAE,HSR 859_single_54,751,12,31,Moderate SB
78,SAN JOSE,HSR 859_single_54,783,13,3,Moderate SB
126,GILROY (HSR) $,HSR 859_single_54,808,13,28,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 329_multi_1,733,12,13,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 329_multi_1,738,12,18,Moderate SB
5,22nd STREET,REG (C-EXP) 329_multi_1,743,12,23,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 329_multi_1,751,12,31,Moderate SB
24,MILLBRAE,REG (C-EXP) 329_multi_1,756,12,36,Moderate SB
35,HILLSDALE,REG (C-EXP) 329_multi_1,763,12,43,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 329_multi_1,768,12,48,Moderate SB
51,PALO ALTO,REG (C-EXP) 329_multi_1,773,12,53,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 329_multi_1,779,12,59,Moderate SB
65,SUNNYVALE,REG (C-EXP) 329_multi_1,784,13,4,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) nan_multi_3,737,12,17,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) nan_multi_3,741,12,21,Moderate SB
5,22nd STREET,REG (C-LCL) nan_multi_3,746,12,26,Moderate SB
11,BAYSHORE,REG (C-LCL) nan_multi_3,750,12,30,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) nan_multi_3,755,12,35,Moderate SB
20,SAN BRUNO,REG (C-LCL) nan_multi_3,758,12,38,Moderate SB
27,BROADWAY,REG (C-LCL) nan_multi_3,763,12,43,Moderate SB
31,SAN MATEO,REG (C-LCL) nan_multi_3,766,12,46,Moderate SB
33,HAYWARD PARK,REG (C-LCL) nan_multi_3,769,12,49,Moderate SB
35,HILLSDALE,REG (C-LCL) nan_multi_3,773,12,53,Moderate SB
40,SAN CARLOS,REG (C-LCL) nan_multi_3,777,12,57,Moderate SB
78,SAN JOSE,REG (C-EXP) 427_multi_1,785,13,5,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 427_multi_1,789,13,9,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 427_multi_1,793,13,13,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 427_multi_1,796,13,16,Moderate SB
78,SAN JOSE,HSR nan_single_55,793,13,13,Moderate SB
126,GILROY (HSR) $,HSR nan_single_55,819,13,39,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 861_single_56,745,12,25,Moderate SB
2,TOWNSEND / 4TH AND KING $,HSR 861_single_56,751,12,31,Moderate SB
24,MILLBRAE,HSR 861_single_56,766,12,46,Moderate SB
78,SAN JOSE,HSR 861_single_56,798,13,18,Moderate SB
126,GILROY (HSR) $,HSR 861_single_56,823,13,43,Moderate SB
78,SAN JOSE,REG (C-EXP) 329_multi_1,800,13,20,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 329_multi_1,804,13,24,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 329_multi_1,808,13,28,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 329_multi_1,812,13,32,Moderate SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 329_multi_1,821,13,41,Moderate SB
126,GILROY (HSR) $,REG (C-EXP) 329_multi_1,830,13,50,Moderate SB
78,SAN JOSE,HSR nan_single_57,808,13,28,Moderate SB
126,GILROY (HSR) $,HSR nan_single_57,834,13,54,Moderate SB
43,REDWOOD CITY,REG (C-LCL) 115_multi_1,770,12,50,Moderate SB
47,ATHERTON,REG (C-LCL) 115_multi_1,773,12,53,Moderate SB
51,PALO ALTO,REG (C-LCL) 115_multi_1,777,12,57,Moderate SB
53,CALIFORNIA AVENUE,REG (C-LCL) 115_multi_1,783,13,3,Moderate SB
57,SAN ANTONIO,REG (C-LCL) 115_multi_1,787,13,7,Moderate SB
60,MOUNTAIN VIEW,REG (C-LCL) 115_multi_1,791,13,11,Moderate SB
65,SUNNYVALE,REG (C-LCL) 115_multi_1,794,13,14,Moderate SB
68,LAWRENCE,REG (C-LCL) 115_multi_1,797,13,17,Moderate SB
74,SANTA CLARA,REG (C-LCL) 115_multi_1,802,13,22,Moderate SB
78,SAN JOSE,REG (C-LCL) 115_multi_1,810,13,30,Moderate SB
81,TAMIEN (HSR) $,REG (C-LCL) 115_multi_1,813,13,33,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 429_single_58,748,12,28,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 429_single_58,753,12,33,Moderate SB
5,22nd STREET,REG (C-EXP) 429_single_58,758,12,38,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 429_single_58,766,12,46,Moderate SB
24,MILLBRAE,REG (C-EXP) 429_single_58,771,12,51,Moderate SB
35,HILLSDALE,REG (C-EXP) 429_single_58,778,12,58,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 429_single_58,783,13,3,Moderate SB
51,PALO ALTO,REG (C-EXP) 429_single_58,788,13,8,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 429_single_58,794,13,14,Moderate SB
65,SUNNYVALE,REG (C-EXP) 429_single_58,799,13,19,Moderate SB
78,SAN JOSE,REG (C-EXP) 429_single_58,815,13,35,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 429_single_58,819,13,39,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 429_single_58,823,13,43,Moderate SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 429_single_58,826,13,46,Moderate SB
78,SAN JOSE,HSR nan_single_59,823,13,43,Moderate SB
126,GILROY (HSR) $,HSR nan_single_59,849,14,9,Moderate SB
43,REDWOOD CITY,REG (C-LCL) nan_multi_3,785,13,5,Moderate SB
49,MENLO PARK,REG (C-LCL) nan_multi_3,789,13,9,Moderate SB
51,PALO ALTO,REG (C-LCL) nan_multi_3,792,13,12,Moderate SB
53,CALIFORNIA AVENUE,REG (C-LCL) nan_multi_3,798,13,18,Moderate SB
57,SAN ANTONIO,REG (C-LCL) nan_multi_3,802,13,22,Moderate SB
60,MOUNTAIN VIEW,REG (C-LCL) nan_multi_3,806,13,26,Moderate SB
65,SUNNYVALE,REG (C-LCL) nan_multi_3,809,13,29,Moderate SB
68,LAWRENCE,REG (C-LCL) nan_multi_3,812,13,32,Moderate SB
74,SANTA CLARA,REG (C-LCL) nan_multi_3,817,13,37,Moderate SB
78,SAN JOSE,REG (C-LCL) nan_multi_3,825,13,45,Moderate SB
81,TAMIEN (HSR) $,REG (C-LCL) nan_multi_3,828,13,48,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 331_multi_1,763,12,43,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 331_multi_1,768,12,48,Moderate SB
5,22nd STREET,REG (C-EXP) 331_multi_1,773,12,53,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 331_multi_1,781,13,1,Moderate SB
24,MILLBRAE,REG (C-EXP) 331_multi_1,786,13,6,Moderate SB
35,HILLSDALE,REG (C-EXP) 331_multi_1,793,13,13,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 331_multi_1,798,13,18,Moderate SB
51,PALO ALTO,REG (C-EXP) 331_multi_1,803,13,23,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 331_multi_1,809,13,29,Moderate SB
65,SUNNYVALE,REG (C-EXP) 331_multi_1,814,13,34,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 865_single_60,775,12,55,Moderate SB
2,TOWNSEND / 4TH AND KING $,HSR 865_single_60,781,13,1,Moderate SB
24,MILLBRAE,HSR 865_single_60,796,13,16,Moderate SB
78,SAN JOSE,HSR 865_single_60,828,13,48,Moderate SB
126,GILROY (HSR) $,HSR 865_single_60,853,14,13,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 431_multi_1,778,12,58,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 431_multi_1,783,13,3,Moderate SB
5,22nd STREET,REG (C-EXP) 431_multi_1,788,13,8,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 431_multi_1,796,13,16,Moderate SB
24,MILLBRAE,REG (C-EXP) 431_multi_1,801,13,21,Moderate SB
35,HILLSDALE,REG (C-EXP) 431_multi_1,808,13,28,Moderate SB
43,REDWOOD CITY,REG (C-EXP) 431_multi_1,813,13,33,Moderate SB
51,PALO ALTO,REG (C-EXP) 431_multi_1,818,13,38,Moderate SB
60,MOUNTAIN VIEW,REG (C-EXP) 431_multi_1,824,13,44,Moderate SB
65,SUNNYVALE,REG (C-EXP) 431_multi_1,829,13,49,Moderate SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 117_multi_1,782,13,2,Moderate SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 117_multi_1,787,13,7,Moderate SB
5,22nd STREET,REG (C-LCL) 117_multi_1,791,13,11,Moderate SB
11,BAYSHORE,REG (C-LCL) 117_multi_1,795,13,15,Moderate SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 117_multi_1,800,13,20,Moderate SB
20,SAN BRUNO,REG (C-LCL) 117_multi_1,803,13,23,Moderate SB
24,MILLBRAE,REG (C-LCL) 117_multi_1,807,13,27,Moderate SB
29,BURLINGAME,REG (C-LCL) 117_multi_1,810,13,30,Moderate SB
33,HAYWARD PARK,REG (C-LCL) 117_multi_1,814,13,34,Moderate SB
35,HILLSDALE,REG (C-LCL) 117_multi_1,818,13,38,Moderate SB
38,BELMONT,REG (C-LCL) 117_multi_1,821,13,41,Moderate SB
78,SAN JOSE,REG (C-EXP) 331_multi_1,830,13,50,Moderate SB
81,TAMIEN (HSR) $,REG (C-EXP) 331_multi_1,834,13,54,Moderate SB
86,CAPITOL (HSR) $,REG (C-EXP) 331_multi_1,838,13,58,Moderate SB
