km,station,train_id,time,hr,min,scenario
81,TAMIEN (HSR) $,REG (C-EXP) 451_multi_1,1178,19,38,High SB
86,CAPITOL (HSR) $,REG (C-EXP) 451_multi_1,1181,19,41,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 451_multi_1,1185,19,45,High SB
43,REDWOOD CITY,REG (C-LCL) 51_multi_1,1145,19,5,High SB
49,MENLO PARK,REG (C-LCL) 51_multi_1,1150,19,10,High SB
51,PALO ALTO,REG (C-LCL) 51_multi_1,1152,19,12,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 51_multi_1,1155,19,15,High SB
57,SAN ANTONIO,REG (C-LCL) 51_multi_1,1159,19,19,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 51_multi_1,1162,19,22,High SB
65,SUNNYVALE,REG (C-LCL) 51_multi_1,1166,19,26,High SB
68,LAWRENCE,REG (C-LCL) 51_multi_1,1169,19,29,High SB
74,SANTA CLARA,REG (C-LCL) 51_multi_1,1174,19,34,High SB
78,SAN JOSE,REG (C-LCL) 51_multi_1,1181,19,41,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 51_multi_1,1184,19,44,High SB
78,SAN JOSE,HSR nan_single_134,1183,19,43,High SB
126,GILROY (HSR) $,HSR nan_single_134,1208,20,8,High SB
5,22nd STREET,REG (CT-LCL) nan_single_135,1124,18,44,High SB
31,SAN MATEO,REG (CT-LCL) nan_single_135,1138,18,58,High SB
33,HAYWARD PARK,REG (CT-LCL) nan_single_135,1141,19,1,High SB
35,HILLSDALE,REG (CT-LCL) nan_single_135,1144,19,4,High SB
40,SAN CARLOS,REG (CT-LCL) nan_single_135,1147,19,7,High SB
43,REDWOOD CITY,REG (CT-LCL) nan_single_135,1153,19,13,High SB
51,PALO ALTO,REG (CT-LCL) nan_single_135,1158,19,18,High SB
60,MOUNTAIN VIEW,REG (CT-LCL) nan_single_135,1165,19,25,High SB
65,SUNNYVALE,REG (CT-LCL) nan_single_135,1169,19,29,High SB
68,LAWRENCE,REG (CT-LCL) nan_single_135,1173,19,33,High SB
78,SAN JOSE,REG (CT-LCL) nan_single_135,1185,19,45,High SB
81,TAMIEN (HSR) $,REG (CT-LCL) nan_single_135,1188,19,48,High SB
31,SAN MATEO,REG (C-LCL) 227_multi_1,1143,19,3,High SB
33,HAYWARD PARK,REG (C-LCL) 227_multi_1,1146,19,6,High SB
35,HILLSDALE,REG (C-LCL) 227_multi_1,1149,19,9,High SB
38,BELMONT,REG (C-LCL) 227_multi_1,1152,19,12,High SB
40,SAN CARLOS,REG (C-LCL) 227_multi_1,1155,19,15,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 351_multi_1,1123,18,43,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 351_multi_1,1128,18,48,High SB
5,22nd STREET,REG (C-EXP) 351_multi_1,1132,18,52,High SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 351_multi_1,1140,19,0,High SB
24,MILLBRAE,REG (C-EXP) 351_multi_1,1145,19,5,High SB
35,HILLSDALE,REG (C-EXP) 351_multi_1,1152,19,12,High SB
43,REDWOOD CITY,REG (C-EXP) 351_multi_1,1158,19,18,High SB
51,PALO ALTO,REG (C-EXP) 351_multi_1,1163,19,23,High SB
60,MOUNTAIN VIEW,REG (C-EXP) 351_multi_1,1169,19,29,High SB
65,SUNNYVALE,REG (C-EXP) 351_multi_1,1173,19,33,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 53_multi_1,1126,18,46,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 53_multi_1,1131,18,51,High SB
5,22nd STREET,REG (C-LCL) 53_multi_1,1135,18,55,High SB
11,BAYSHORE,REG (C-LCL) 53_multi_1,1139,18,59,High SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 53_multi_1,1144,19,4,High SB
20,SAN BRUNO,REG (C-LCL) 53_multi_1,1147,19,7,High SB
24,MILLBRAE,REG (C-LCL) 53_multi_1,1151,19,11,High SB
27,BROADWAY,REG (C-LCL) 53_multi_1,1154,19,14,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 861_single_136,1135,18,55,High SB
2,TOWNSEND / 4TH AND KING $,HSR 861_single_136,1141,19,1,High SB
24,MILLBRAE,HSR 861_single_136,1157,19,17,High SB
78,SAN JOSE,HSR 861_single_136,1187,19,47,High SB
126,GILROY (HSR) $,HSR 861_single_136,1212,20,12,High SB
78,SAN JOSE,REG (C-EXP) 351_multi_1,1189,19,49,High SB
81,TAMIEN (HSR) $,REG (C-EXP) 351_multi_1,1193,19,53,High SB
86,CAPITOL (HSR) $,REG (C-EXP) 351_multi_1,1197,19,57,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 351_multi_1,1201,20,1,High SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 351_multi_1,1210,20,10,High SB
126,GILROY (HSR) $,REG (C-EXP) 351_multi_1,1219,20,19,High SB
43,REDWOOD CITY,REG (C-LCL) 227_multi_1,1160,19,20,High SB
47,ATHERTON,REG (C-LCL) 227_multi_1,1164,19,24,High SB
51,PALO ALTO,REG (C-LCL) 227_multi_1,1167,19,27,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 227_multi_1,1170,19,30,High SB
57,SAN ANTONIO,REG (C-LCL) 227_multi_1,1174,19,34,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 227_multi_1,1177,19,37,High SB
65,SUNNYVALE,REG (C-LCL) 227_multi_1,1181,19,41,High SB
68,LAWRENCE,REG (C-LCL) 227_multi_1,1184,19,44,High SB
74,SANTA CLARA,REG (C-LCL) 227_multi_1,1189,19,49,High SB
78,SAN JOSE,REG (C-LCL) 227_multi_1,1196,19,56,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 227_multi_1,1199,19,59,High SB
5,22nd STREET,REG (CT-LCL) nan_single_137,1139,18,59,High SB
31,SAN MATEO,REG (CT-LCL) nan_single_137,1153,19,13,High SB
33,HAYWARD PARK,REG (CT-LCL) nan_single_137,1156,19,16,High SB
35,HILLSDALE,REG (CT-LCL) nan_single_137,1159,19,19,High SB
40,SAN CARLOS,REG (CT-LCL) nan_single_137,1162,19,22,High SB
43,REDWOOD CITY,REG (CT-LCL) nan_single_137,1168,19,28,High SB
51,PALO ALTO,REG (CT-LCL) nan_single_137,1173,19,33,High SB
60,MOUNTAIN VIEW,REG (CT-LCL) nan_single_137,1180,19,40,High SB
65,SUNNYVALE,REG (CT-LCL) nan_single_137,1184,19,44,High SB
68,LAWRENCE,REG (CT-LCL) nan_single_137,1188,19,48,High SB
78,SAN JOSE,REG (CT-LCL) nan_single_137,1200,20,0,High SB
81,TAMIEN (HSR) $,REG (CT-LCL) nan_single_137,1203,20,3,High SB
31,SAN MATEO,REG (C-LCL) 53_multi_1,1158,19,18,High SB
33,HAYWARD PARK,REG (C-LCL) 53_multi_1,1161,19,21,High SB
35,HILLSDALE,REG (C-LCL) 53_multi_1,1164,19,24,High SB
38,BELMONT,REG (C-LCL) 53_multi_1,1167,19,27,High SB
40,SAN CARLOS,REG (C-LCL) 53_multi_1,1170,19,30,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 453_multi_1,1138,18,58,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 453_multi_1,1143,19,3,High SB
5,22nd STREET,REG (C-EXP) 453_multi_1,1147,19,7,High SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 453_multi_1,1155,19,15,High SB
24,MILLBRAE,REG (C-EXP) 453_multi_1,1160,19,20,High SB
35,HILLSDALE,REG (C-EXP) 453_multi_1,1167,19,27,High SB
43,REDWOOD CITY,REG (C-EXP) 453_multi_1,1173,19,33,High SB
51,PALO ALTO,REG (C-EXP) 453_multi_1,1178,19,38,High SB
60,MOUNTAIN VIEW,REG (C-EXP) 453_multi_1,1184,19,44,High SB
65,SUNNYVALE,REG (C-EXP) 453_multi_1,1188,19,48,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 129_multi_1,1141,19,1,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 129_multi_1,1146,19,6,High SB
5,22nd STREET,REG (C-LCL) 129_multi_1,1150,19,10,High SB
11,BAYSHORE,REG (C-LCL) 129_multi_1,1154,19,14,High SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 129_multi_1,1159,19,19,High SB
20,SAN BRUNO,REG (C-LCL) 129_multi_1,1162,19,22,High SB
24,MILLBRAE,REG (C-LCL) 129_multi_1,1166,19,26,High SB
29,BURLINGAME,REG (C-LCL) 129_multi_1,1170,19,30,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 961_single_138,1150,19,10,High SB
24,MILLBRAE,HSR 961_single_138,1171,19,31,High SB
78,SAN JOSE,HSR 961_single_138,1202,20,2,High SB
126,GILROY (HSR) $,HSR 961_single_138,1227,20,27,High SB
78,SAN JOSE,REG (C-EXP) 453_multi_1,1204,20,4,High SB
81,TAMIEN (HSR) $,REG (C-EXP) 453_multi_1,1208,20,8,High SB
86,CAPITOL (HSR) $,REG (C-EXP) 453_multi_1,1211,20,11,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 453_multi_1,1215,20,15,High SB
43,REDWOOD CITY,REG (C-LCL) 53_multi_1,1175,19,35,High SB
49,MENLO PARK,REG (C-LCL) 53_multi_1,1180,19,40,High SB
51,PALO ALTO,REG (C-LCL) 53_multi_1,1182,19,42,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 53_multi_1,1185,19,45,High SB
57,SAN ANTONIO,REG (C-LCL) 53_multi_1,1189,19,49,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 53_multi_1,1192,19,52,High SB
65,SUNNYVALE,REG (C-LCL) 53_multi_1,1196,19,56,High SB
68,LAWRENCE,REG (C-LCL) 53_multi_1,1199,19,59,High SB
74,SANTA CLARA,REG (C-LCL) 53_multi_1,1204,20,4,High SB
78,SAN JOSE,REG (C-LCL) 53_multi_1,1211,20,11,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 53_multi_1,1214,20,14,High SB
78,SAN JOSE,HSR nan_single_139,1213,20,13,High SB
126,GILROY (HSR) $,HSR nan_single_139,1238,20,38,High SB
5,22nd STREET,REG (CT-LCL) nan_single_140,1154,19,14,High SB
31,SAN MATEO,REG (CT-LCL) nan_single_140,1168,19,28,High SB
33,HAYWARD PARK,REG (CT-LCL) nan_single_140,1171,19,31,High SB
35,HILLSDALE,REG (CT-LCL) nan_single_140,1174,19,34,High SB
40,SAN CARLOS,REG (CT-LCL) nan_single_140,1177,19,37,High SB
43,REDWOOD CITY,REG (CT-LCL) nan_single_140,1183,19,43,High SB
51,PALO ALTO,REG (CT-LCL) nan_single_140,1188,19,48,High SB
60,MOUNTAIN VIEW,REG (CT-LCL) nan_single_140,1195,19,55,High SB
65,SUNNYVALE,REG (CT-LCL) nan_single_140,1199,19,59,High SB
68,LAWRENCE,REG (CT-LCL) nan_single_140,1203,20,3,High SB
78,SAN JOSE,REG (CT-LCL) nan_single_140,1215,20,15,High SB
81,TAMIEN (HSR) $,REG (CT-LCL) nan_single_140,1218,20,18,High SB
31,SAN MATEO,REG (C-LCL) 129_multi_1,1173,19,33,High SB
33,HAYWARD PARK,REG (C-LCL) 129_multi_1,1176,19,36,High SB
35,HILLSDALE,REG (C-LCL) 129_multi_1,1179,19,39,High SB
38,BELMONT,REG (C-LCL) 129_multi_1,1182,19,42,High SB
40,SAN CARLOS,REG (C-LCL) 129_multi_1,1185,19,45,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 353_multi_1,1153,19,13,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 353_multi_1,1158,19,18,High SB
5,22nd STREET,REG (C-EXP) 353_multi_1,1162,19,22,High SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 353_multi_1,1170,19,30,High SB
24,MILLBRAE,REG (C-EXP) 353_multi_1,1175,19,35,High SB
35,HILLSDALE,REG (C-EXP) 353_multi_1,1182,19,42,High SB
43,REDWOOD CITY,REG (C-EXP) 353_multi_1,1188,19,48,High SB
51,PALO ALTO,REG (C-EXP) 353_multi_1,1193,19,53,High SB
60,MOUNTAIN VIEW,REG (C-EXP) 353_multi_1,1199,19,59,High SB
65,SUNNYVALE,REG (C-EXP) 353_multi_1,1203,20,3,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 55_multi_1,1156,19,16,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 55_multi_1,1161,19,21,High SB
5,22nd STREET,REG (C-LCL) 55_multi_1,1165,19,25,High SB
11,BAYSHORE,REG (C-LCL) 55_multi_1,1169,19,29,High SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 55_multi_1,1174,19,34,High SB
20,SAN BRUNO,REG (C-LCL) 55_multi_1,1177,19,37,High SB
24,MILLBRAE,REG (C-LCL) 55_multi_1,1181,19,41,High SB
27,BROADWAY,REG (C-LCL) 55_multi_1,1184,19,44,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 863_single_141,1165,19,25,High SB
2,TOWNSEND / 4TH AND KING $,HSR 863_single_141,1171,19,31,High SB
24,MILLBRAE,HSR 863_single_141,1187,19,47,High SB
78,SAN JOSE,HSR 863_single_141,1217,20,17,High SB
126,GILROY (HSR) $,HSR 863_single_141,1242,20,42,High SB
78,SAN JOSE,REG (C-EXP) 353_multi_1,1219,20,19,High SB
81,TAMIEN (HSR) $,REG (C-EXP) 353_multi_1,1223,20,23,High SB
86,CAPITOL (HSR) $,REG (C-EXP) 353_multi_1,1227,20,27,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 353_multi_1,1231,20,31,High SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 353_multi_1,1240,20,40,High SB
126,GILROY (HSR) $,REG (C-EXP) 353_multi_1,1249,20,49,High SB
43,REDWOOD CITY,REG (C-LCL) 129_multi_1,1190,19,50,High SB
49,MENLO PARK,REG (C-LCL) 129_multi_1,1195,19,55,High SB
51,PALO ALTO,REG (C-LCL) 129_multi_1,1198,19,58,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 129_multi_1,1200,20,0,High SB
57,SAN ANTONIO,REG (C-LCL) 129_multi_1,1204,20,4,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 129_multi_1,1207,20,7,High SB
65,SUNNYVALE,REG (C-LCL) 129_multi_1,1211,20,11,High SB
68,LAWRENCE,REG (C-LCL) 129_multi_1,1214,20,14,High SB
74,SANTA CLARA,REG (C-LCL) 129_multi_1,1219,20,19,High SB
78,SAN JOSE,REG (C-LCL) 129_multi_1,1226,20,26,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 129_multi_1,1229,20,29,High SB
78,SAN JOSE,HSR nan_single_142,1228,20,28,High SB
126,GILROY (HSR) $,HSR nan_single_142,1253,20,53,High SB
5,22nd STREET,REG (CT-LCL) nan_single_143,1169,19,29,High SB
31,SAN MATEO,REG (CT-LCL) nan_single_143,1183,19,43,High SB
33,HAYWARD PARK,REG (CT-LCL) nan_single_143,1186,19,46,High SB
35,HILLSDALE,REG (CT-LCL) nan_single_143,1189,19,49,High SB
40,SAN CARLOS,REG (CT-LCL) nan_single_143,1192,19,52,High SB
43,REDWOOD CITY,REG (CT-LCL) nan_single_143,1198,19,58,High SB
51,PALO ALTO,REG (CT-LCL) nan_single_143,1203,20,3,High SB
60,MOUNTAIN VIEW,REG (CT-LCL) nan_single_143,1210,20,10,High SB
65,SUNNYVALE,REG (CT-LCL) nan_single_143,1214,20,14,High SB
68,LAWRENCE,REG (CT-LCL) nan_single_143,1218,20,18,High SB
78,SAN JOSE,REG (CT-LCL) nan_single_143,1230,20,30,High SB
81,TAMIEN (HSR) $,REG (CT-LCL) nan_single_143,1233,20,33,High SB
31,SAN MATEO,REG (C-LCL) 55_multi_1,1188,19,48,High SB
33,HAYWARD PARK,REG (C-LCL) 55_multi_1,1191,19,51,High SB
35,HILLSDALE,REG (C-LCL) 55_multi_1,1194,19,54,High SB
38,BELMONT,REG (C-LCL) 55_multi_1,1197,19,57,High SB
40,SAN CARLOS,REG (C-LCL) 55_multi_1,1200,20,0,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 455_multi_1,1168,19,28,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 455_multi_1,1173,19,33,High SB
5,22nd STREET,REG (C-EXP) 455_multi_1,1177,19,37,High SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 455_multi_1,1185,19,45,High SB
24,MILLBRAE,REG (C-EXP) 455_multi_1,1190,19,50,High SB
35,HILLSDALE,REG (C-EXP) 455_multi_1,1197,19,57,High SB
43,REDWOOD CITY,REG (C-EXP) 455_multi_1,1203,20,3,High SB
51,PALO ALTO,REG (C-EXP) 455_multi_1,1208,20,8,High SB
60,MOUNTAIN VIEW,REG (C-EXP) 455_multi_1,1214,20,14,High SB
65,SUNNYVALE,REG (C-EXP) 455_multi_1,1218,20,18,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 229_multi_1,1171,19,31,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 229_multi_1,1176,19,36,High SB
5,22nd STREET,REG (C-LCL) 229_multi_1,1180,19,40,High SB
11,BAYSHORE,REG (C-LCL) 229_multi_1,1184,19,44,High SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 229_multi_1,1189,19,49,High SB
20,SAN BRUNO,REG (C-LCL) 229_multi_1,1192,19,52,High SB
24,MILLBRAE,REG (C-LCL) 229_multi_1,1196,19,56,High SB
29,BURLINGAME,REG (C-LCL) 229_multi_1,1200,20,0,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 963_single_144,1180,19,40,High SB
24,MILLBRAE,HSR 963_single_144,1201,20,1,High SB
78,SAN JOSE,HSR 963_single_144,1232,20,32,High SB
126,GILROY (HSR) $,HSR 963_single_144,1257,20,57,High SB
78,SAN JOSE,REG (C-EXP) 455_multi_1,1234,20,34,High SB
81,TAMIEN (HSR) $,REG (C-EXP) 455_multi_1,1238,20,38,High SB
86,CAPITOL (HSR) $,REG (C-EXP) 455_multi_1,1241,20,41,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 455_multi_1,1245,20,45,High SB
43,REDWOOD CITY,REG (C-LCL) 55_multi_1,1205,20,5,High SB
49,MENLO PARK,REG (C-LCL) 55_multi_1,1210,20,10,High SB
51,PALO ALTO,REG (C-LCL) 55_multi_1,1212,20,12,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 55_multi_1,1215,20,15,High SB
57,SAN ANTONIO,REG (C-LCL) 55_multi_1,1219,20,19,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 55_multi_1,1222,20,22,High SB
65,SUNNYVALE,REG (C-LCL) 55_multi_1,1226,20,26,High SB
68,LAWRENCE,REG (C-LCL) 55_multi_1,1229,20,29,High SB
74,SANTA CLARA,REG (C-LCL) 55_multi_1,1234,20,34,High SB
78,SAN JOSE,REG (C-LCL) 55_multi_1,1241,20,41,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 55_multi_1,1244,20,44,High SB
78,SAN JOSE,HSR nan_single_145,1243,20,43,High SB
126,GILROY (HSR) $,HSR nan_single_145,1268,21,8,High SB
5,22nd STREET,REG (CT-LCL) nan_single_146,1184,19,44,High SB
31,SAN MATEO,REG (CT-LCL) nan_single_146,1198,19,58,High SB
33,HAYWARD PARK,REG (CT-LCL) nan_single_146,1201,20,1,High SB
35,HILLSDALE,REG (CT-LCL) nan_single_146,1204,20,4,High SB
40,SAN CARLOS,REG (CT-LCL) nan_single_146,1207,20,7,High SB
43,REDWOOD CITY,REG (CT-LCL) nan_single_146,1213,20,13,High SB
51,PALO ALTO,REG (CT-LCL) nan_single_146,1218,20,18,High SB
60,MOUNTAIN VIEW,REG (CT-LCL) nan_single_146,1225,20,25,High SB
65,SUNNYVALE,REG (CT-LCL) nan_single_146,1229,20,29,High SB
68,LAWRENCE,REG (CT-LCL) nan_single_146,1233,20,33,High SB
78,SAN JOSE,REG (CT-LCL) nan_single_146,1245,20,45,High SB
81,TAMIEN (HSR) $,REG (CT-LCL) nan_single_146,1248,20,48,High SB
31,SAN MATEO,REG (C-LCL) 229_multi_1,1203,20,3,High SB
33,HAYWARD PARK,REG (C-LCL) 229_multi_1,1206,20,6,High SB
35,HILLSDALE,REG (C-LCL) 229_multi_1,1209,20,9,High SB
38,BELMONT,REG (C-LCL) 229_multi_1,1212,20,12,High SB
40,SAN CARLOS,REG (C-LCL) 229_multi_1,1215,20,15,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 355_multi_1,1183,19,43,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) 355_multi_1,1188,19,48,High SB
5,22nd STREET,REG (C-EXP) 355_multi_1,1192,19,52,High SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) 355_multi_1,1200,20,0,High SB
24,MILLBRAE,REG (C-EXP) 355_multi_1,1205,20,5,High SB
35,HILLSDALE,REG (C-EXP) 355_multi_1,1212,20,12,High SB
43,REDWOOD CITY,REG (C-EXP) 355_multi_1,1218,20,18,High SB
51,PALO ALTO,REG (C-EXP) 355_multi_1,1223,20,23,High SB
60,MOUNTAIN VIEW,REG (C-EXP) 355_multi_1,1229,20,29,High SB
65,SUNNYVALE,REG (C-EXP) 355_multi_1,1233,20,33,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 57_multi_1,1186,19,46,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-LCL) 57_multi_1,1191,19,51,High SB
5,22nd STREET,REG (C-LCL) 57_multi_1,1195,19,55,High SB
11,BAYSHORE,REG (C-LCL) 57_multi_1,1199,19,59,High SB
17,SOUTH SAN FRANCISCO ,REG (C-LCL) 57_multi_1,1204,20,4,High SB
20,SAN BRUNO,REG (C-LCL) 57_multi_1,1207,20,7,High SB
24,MILLBRAE,REG (C-LCL) 57_multi_1,1211,20,11,High SB
27,BROADWAY,REG (C-LCL) 57_multi_1,1214,20,14,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 865_single_147,1195,19,55,High SB
2,TOWNSEND / 4TH AND KING $,HSR 865_single_147,1201,20,1,High SB
24,MILLBRAE,HSR 865_single_147,1217,20,17,High SB
78,SAN JOSE,HSR 865_single_147,1247,20,47,High SB
126,GILROY (HSR) $,HSR 865_single_147,1272,21,12,High SB
78,SAN JOSE,REG (C-EXP) 355_multi_1,1249,20,49,High SB
81,TAMIEN (HSR) $,REG (C-EXP) 355_multi_1,1253,20,53,High SB
86,CAPITOL (HSR) $,REG (C-EXP) 355_multi_1,1257,20,57,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) 355_multi_1,1261,21,1,High SB
110,MORGAN HILL (HSR) $,REG (C-EXP) 355_multi_1,1270,21,10,High SB
126,GILROY (HSR) $,REG (C-EXP) 355_multi_1,1279,21,19,High SB
43,REDWOOD CITY,REG (C-LCL) 229_multi_1,1220,20,20,High SB
47,ATHERTON,REG (C-LCL) 229_multi_1,1224,20,24,High SB
51,PALO ALTO,REG (C-LCL) 229_multi_1,1227,20,27,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 229_multi_1,1230,20,30,High SB
57,SAN ANTONIO,REG (C-LCL) 229_multi_1,1234,20,34,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 229_multi_1,1237,20,37,High SB
65,SUNNYVALE,REG (C-LCL) 229_multi_1,1241,20,41,High SB
68,LAWRENCE,REG (C-LCL) 229_multi_1,1244,20,44,High SB
74,SANTA CLARA,REG (C-LCL) 229_multi_1,1249,20,49,High SB
78,SAN JOSE,REG (C-LCL) 229_multi_1,1256,20,56,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 229_multi_1,1259,20,59,High SB
5,22nd STREET,REG (CT-LCL) nan_single_148,1199,19,59,High SB
31,SAN MATEO,REG (CT-LCL) nan_single_148,1213,20,13,High SB
33,HAYWARD PARK,REG (CT-LCL) nan_single_148,1216,20,16,High SB
35,HILLSDALE,REG (CT-LCL) nan_single_148,1219,20,19,High SB
40,SAN CARLOS,REG (CT-LCL) nan_single_148,1222,20,22,High SB
43,REDWOOD CITY,REG (CT-LCL) nan_single_148,1228,20,28,High SB
51,PALO ALTO,REG (CT-LCL) nan_single_148,1233,20,33,High SB
60,MOUNTAIN VIEW,REG (CT-LCL) nan_single_148,1240,20,40,High SB
65,SUNNYVALE,REG (CT-LCL) nan_single_148,1244,20,44,High SB
68,LAWRENCE,REG (CT-LCL) nan_single_148,1248,20,48,High SB
78,SAN JOSE,REG (CT-LCL) nan_single_148,1260,21,0,High SB
81,TAMIEN (HSR) $,REG (CT-LCL) nan_single_148,1263,21,3,High SB
31,SAN MATEO,REG (C-LCL) 57_multi_1,1218,20,18,High SB
33,HAYWARD PARK,REG (C-LCL) 57_multi_1,1221,20,21,High SB
35,HILLSDALE,REG (C-LCL) 57_multi_1,1224,20,24,High SB
38,BELMONT,REG (C-LCL) 57_multi_1,1227,20,27,High SB
40,SAN CARLOS,REG (C-LCL) 57_multi_1,1230,20,30,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) nan_multi_24,1198,19,58,High SB
2,TOWNSEND / 4TH AND KING $,REG (C-EXP) nan_multi_24,1203,20,3,High SB
5,22nd STREET,REG (C-EXP) nan_multi_24,1207,20,7,High SB
17,SOUTH SAN FRANCISCO ,REG (C-EXP) nan_multi_24,1215,20,15,High SB
24,MILLBRAE,REG (C-EXP) nan_multi_24,1220,20,20,High SB
35,HILLSDALE,REG (C-EXP) nan_multi_24,1227,20,27,High SB
43,REDWOOD CITY,REG (C-EXP) nan_multi_24,1233,20,33,High SB
51,PALO ALTO,REG (C-EXP) nan_multi_24,1238,20,38,High SB
60,MOUNTAIN VIEW,REG (C-EXP) nan_multi_24,1244,20,44,High SB
65,SUNNYVALE,REG (C-EXP) nan_multi_24,1248,20,48,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,HSR 965_single_149,1210,20,10,High SB
24,MILLBRAE,HSR 965_single_149,1231,20,31,High SB
78,SAN JOSE,HSR 965_single_149,1262,21,2,High SB
126,GILROY (HSR) $,HSR 965_single_149,1287,21,27,High SB
78,SAN JOSE,REG (C-EXP) nan_multi_24,1264,21,4,High SB
81,TAMIEN (HSR) $,REG (C-EXP) nan_multi_24,1268,21,8,High SB
86,CAPITOL (HSR) $,REG (C-EXP) nan_multi_24,1271,21,11,High SB
91,BLOSSOM HILL (HSR) $,REG (C-EXP) nan_multi_24,1275,21,15,High SB
43,REDWOOD CITY,REG (C-LCL) 57_multi_1,1235,20,35,High SB
49,MENLO PARK,REG (C-LCL) 57_multi_1,1240,20,40,High SB
51,PALO ALTO,REG (C-LCL) 57_multi_1,1242,20,42,High SB
53,CALIFORNIA AVENUE,REG (C-LCL) 57_multi_1,1245,20,45,High SB
57,SAN ANTONIO,REG (C-LCL) 57_multi_1,1249,20,49,High SB
60,MOUNTAIN VIEW,REG (C-LCL) 57_multi_1,1252,20,52,High SB
65,SUNNYVALE,REG (C-LCL) 57_multi_1,1256,20,56,High SB
68,LAWRENCE,REG (C-LCL) 57_multi_1,1259,20,59,High SB
74,SANTA CLARA,REG (C-LCL) 57_multi_1,1264,21,4,High SB
78,SAN JOSE,REG (C-LCL) 57_multi_1,1271,21,11,High SB
81,TAMIEN (HSR) $,REG (C-LCL) 57_multi_1,1274,21,14,High SB
0,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 355_multi_2,1213,20,13,High SB
